GTIN,CATEGORY,SUBCATEGORY,BRAND,MANUFACTURER_PARENT
00814542015718,Lottery/Gaming,Lottery,Lottery,Lottery
00754336024109,Lottery/Gaming,Lottery,Lottery,Lottery
00687355811408,Lottery/Gaming,Lottery,Lottery,Lottery
00071610505650,Lottery/Gaming,Lottery,Lottery,Lottery
00814542016128,Lottery/Gaming,Lottery,Lottery,Lottery
00018200289576,Lottery/Gaming,Lottery,Lottery,Lottery
00754336023126,Lottery/Gaming,Lottery,Lottery,Lottery
00617189098872,Lottery/Gaming,Lottery,Lottery,Lottery
00617189021155,Lottery/Gaming,Lottery,Lottery,Lottery
09351381320260,Lottery/Gaming,Lottery,Lottery,Lottery
00893237001359,Lottery/Gaming,Lottery,Lottery,Lottery
00766099015409,Lottery/Gaming,Lottery,Lottery,Lottery
00841519115423,Lottery/Gaming,Lottery,Lottery,Lottery
00833283013814,Lottery/Gaming,Lottery,Lottery,Lottery
00666776001308,Lottery/Gaming,Lottery,Lottery,Lottery
00798028215031,Lottery/Gaming,Lottery,Lottery,Lottery
01311028634008,Lottery/Gaming,Lottery,Lottery,Lottery
00400000019505,Lottery/Gaming,Lottery,Lottery,Lottery
00791157010416,Lottery/Gaming,Lottery,Lottery,Lottery
00724894015345,Lottery/Gaming,Lottery,Lottery,Lottery
00833283013449,Lottery/Gaming,Lottery,Lottery,Lottery
00649148002899,Lottery/Gaming,Lottery,Lottery,Lottery
00073100005343,Lottery/Gaming,Lottery,Lottery,Lottery
00817522021532,Lottery/Gaming,Lottery,Lottery,Lottery
03288190094155,Lottery/Gaming,Lottery,Lottery,Lottery
00735975615163,Lottery/Gaming,Lottery,Lottery,Lottery
00617189020073,Lottery/Gaming,Lottery,Lottery,Lottery
00840117900271,Lottery/Gaming,Lottery,Lottery,Lottery
01357704540032,Lottery/Gaming,Lottery,Lottery,Lottery
00798028214447,Lottery/Gaming,Lottery,Lottery,Lottery
00639299012458,Lottery/Gaming,Lottery,Lottery,Lottery
00617189020042,Lottery/Gaming,Lottery,Lottery,Lottery
02591588730191,Lottery/Gaming,Lottery,Lottery,Lottery
00912345003298,Lottery/Gaming,Lottery,Lottery,Lottery
00748622178935,Lottery/Gaming,Lottery,Lottery,Lottery
00645279523302,Lottery/Gaming,Lottery,Lottery,Lottery
03639064662299,Lottery/Gaming,Lottery,Lottery,Lottery
00653491505518,Lottery/Gaming,Lottery,Lottery,Lottery
06171890182856,Lottery/Gaming,Lottery,Lottery,Lottery
00644018114375,Lottery/Gaming,Lottery,Lottery,Lottery
00015900134014,Lottery/Gaming,Lottery,Lottery,Lottery
00670656056555,Lottery/Gaming,Lottery,Lottery,Lottery
00843051008089,Lottery/Gaming,Lottery,Lottery,Lottery
00735975107620,Lottery/Gaming,Lottery,Lottery,Lottery
00617189019923,Lottery/Gaming,Lottery,Lottery,Lottery
00094321212471,Lottery/Gaming,Lottery,Lottery,Lottery
00704104012029,Lottery/Gaming,Lottery,Lottery,Lottery
00843051006818,Lottery/Gaming,Lottery,Lottery,Lottery
00698720223399,Lottery/Gaming,Lottery,Lottery,Lottery
00698720004318,Lottery/Gaming,Lottery,Lottery,Lottery
00987778970018,Lottery/Gaming,Lottery,Lottery,Lottery
00100000000601,Lottery/Gaming,Lottery,Lottery,Lottery
00762885018005,Lottery/Gaming,Lottery,Lottery,Lottery
00015936581219,Lottery/Gaming,Lottery,Lottery,Lottery
00805887645814,Lottery/Gaming,Lottery,Lottery,Lottery
00653491504887,Lottery/Gaming,Lottery,Lottery,Lottery
02728192593613,Lottery/Gaming,Lottery,Lottery,Lottery
00833069015575,Lottery/Gaming,Lottery,Lottery,Lottery
00840124146006,Lottery/Gaming,Lottery,Lottery,Lottery
00704104011497,Lottery/Gaming,Lottery,Lottery,Lottery
00609341011371,Lottery/Gaming,Lottery,Lottery,Lottery
00052000051193,Lottery/Gaming,Lottery,Lottery,Lottery
00833069015629,Lottery/Gaming,Lottery,Lottery,Lottery
00782223024048,Lottery/Gaming,Lottery,Lottery,Lottery
00713156008270,Lottery/Gaming,Lottery,Lottery,Lottery
00609341011845,Lottery/Gaming,Lottery,Lottery,Lottery
18480168820169,Lottery/Gaming,Lottery,Lottery,Lottery
00782223024260,Lottery/Gaming,Lottery,Lottery,Lottery
00704104011428,Lottery/Gaming,Lottery,Lottery,Lottery
00735975214953,Lottery/Gaming,Lottery,Lottery,Lottery
00724894015451,Lottery/Gaming,Lottery,Lottery,Lottery
00843051007297,Lottery/Gaming,Lottery,Lottery,Lottery
00754336022914,Lottery/Gaming,Lottery,Lottery,Lottery
05671010910110,Lottery/Gaming,Lottery,Lottery,Lottery
00791157010874,Lottery/Gaming,Lottery,Lottery,Lottery
00798028114556,Lottery/Gaming,Lottery,Lottery,Lottery
00713156008065,Lottery/Gaming,Lottery,Lottery,Lottery
00674732014477,Lottery/Gaming,Lottery,Lottery,Lottery
00649148007719,Lottery/Gaming,Lottery,Lottery,Lottery
00833283011445,Lottery/Gaming,Lottery,Lottery,Lottery
00762885018579,Lottery/Gaming,Lottery,Lottery,Lottery
09093065230299,Lottery/Gaming,Lottery,Lottery,Lottery
00814605021304,Lottery/Gaming,Lottery,Lottery,Lottery
00841519115485,Lottery/Gaming,Lottery,Lottery,Lottery
00782223024369,Lottery/Gaming,Lottery,Lottery,Lottery
02657872010019,Lottery/Gaming,Lottery,Lottery,Lottery
00015936457194,Lottery/Gaming,Lottery,Lottery,Lottery
00714433014052,Lottery/Gaming,Lottery,Lottery,Lottery
00608358003935,Lottery/Gaming,Lottery,Lottery,Lottery
00639299011345,Lottery/Gaming,Lottery,Lottery,Lottery
00833283012855,Lottery/Gaming,Lottery,Lottery,Lottery
01359687005948,Lottery/Gaming,Lottery,Lottery,Lottery
00841519116543,Lottery/Gaming,Lottery,Lottery,Lottery
00644018114566,Lottery/Gaming,Lottery,Lottery,Lottery
01259041048024,Lottery/Gaming,Lottery,Lottery,Lottery
08522726921402,Lottery/Gaming,Lottery,Lottery,Lottery
00698720202646,Lottery/Gaming,Lottery,Lottery,Lottery
00843051006948,Lottery/Gaming,Lottery,Lottery,Lottery
00649148003445,Lottery/Gaming,Lottery,Lottery,Lottery
00619264520621,Lottery/Gaming,Lottery,Lottery,Lottery
02598057433861,Lottery/Gaming,Lottery,Lottery,Lottery
00814542015817,Lottery/Gaming,Lottery,Lottery,Lottery
00649148002523,Lottery/Gaming,Lottery,Lottery,Lottery
03601032613165,Lottery/Gaming,Lottery,Lottery,Lottery
00645279556034,Lottery/Gaming,Lottery,Lottery,Lottery
00644684003546,Lottery/Gaming,Lottery,Lottery,Lottery
00639299012762,Lottery/Gaming,Lottery,Lottery,Lottery
00765532015945,Lottery/Gaming,Lottery,Lottery,Lottery
00841519115133,Lottery/Gaming,Lottery,Lottery,Lottery
03648138175032,Lottery/Gaming,Lottery,Lottery,Lottery
00798028713797,Lottery/Gaming,Lottery,Lottery,Lottery
00704104011350,Lottery/Gaming,Lottery,Lottery,Lottery
00833069016244,Lottery/Gaming,Lottery,Lottery,Lottery
07791014406017,Lottery/Gaming,Lottery,Lottery,Lottery
09093065240026,Lottery/Gaming,Lottery,Lottery,Lottery
00644684004123,Lottery/Gaming,Lottery,Lottery,Lottery
00878702013846,Lottery/Gaming,Lottery,Lottery,Lottery
00639299010805,Lottery/Gaming,Lottery,Lottery,Lottery
00137027072007,Lottery/Gaming,Lottery,Lottery,Lottery
00381086062012,Lottery/Gaming,Lottery,Lottery,Lottery
00323063114013,Lottery/Gaming,Lottery,Lottery,Lottery
07327001869703,Lottery/Gaming,Lottery,Lottery,Lottery
00645279547100,Lottery/Gaming,Lottery,Lottery,Lottery
00878702012450,Lottery/Gaming,Lottery,Lottery,Lottery
00843051004135,Lottery/Gaming,Lottery,Lottery,Lottery
00653443274042,Lottery/Gaming,Lottery,Lottery,Lottery
00987983110194,Lottery/Gaming,Lottery,Lottery,Lottery
00053137013603,Lottery/Gaming,Lottery,Lottery,Lottery
00714433014724,Lottery/Gaming,Lottery,Lottery,Lottery
00687355811514,Lottery/Gaming,Lottery,Lottery,Lottery
00698720213239,Lottery/Gaming,Lottery,Lottery,Lottery
00833069015148,Lottery/Gaming,Lottery,Lottery,Lottery
00724894015406,Lottery/Gaming,Lottery,Lottery,Lottery
00878702013662,Lottery/Gaming,Lottery,Lottery,Lottery
01121135128007,Lottery/Gaming,Lottery,Lottery,Lottery
00617189019718,Lottery/Gaming,Lottery,Lottery,Lottery
00053137014150,Lottery/Gaming,Lottery,Lottery,Lottery
00840117900752,Lottery/Gaming,Lottery,Lottery,Lottery
00762885018883,Lottery/Gaming,Lottery,Lottery,Lottery
00644018114641,Lottery/Gaming,Lottery,Lottery,Lottery
00088888000084,Lottery/Gaming,Lottery,Lottery,Lottery
02278331314568,Lottery/Gaming,Lottery,Lottery,Lottery
02911709750004,Lottery/Gaming,Lottery,Lottery,Lottery
00644018111510,Lottery/Gaming,Lottery,Lottery,Lottery
00649148002677,Lottery/Gaming,Lottery,Lottery,Lottery
00783367890190,Lottery/Gaming,Lottery,Lottery,Lottery
00724894015628,Lottery/Gaming,Lottery,Lottery,Lottery
00833283012206,Lottery/Gaming,Lottery,Lottery,Lottery
00713156006832,Lottery/Gaming,Lottery,Lottery,Lottery
00666260010113,Lottery/Gaming,Lottery,Lottery,Lottery
00748622178973,Lottery/Gaming,Lottery,Lottery,Lottery
00649148002639,Lottery/Gaming,Lottery,Lottery,Lottery
01438145025101,Lottery/Gaming,Lottery,Lottery,Lottery
00645279525054,Lottery/Gaming,Lottery,Lottery,Lottery
00617189018261,Lottery/Gaming,Lottery,Lottery,Lottery
00687355811279,Lottery/Gaming,Lottery,Lottery,Lottery
00617189020530,Lottery/Gaming,Lottery,Lottery,Lottery
00617189020714,Lottery/Gaming,Lottery,Lottery,Lottery
03656138282479,Lottery/Gaming,Lottery,Lottery,Lottery
00724894015604,Lottery/Gaming,Lottery,Lottery,Lottery
00674732016105,Lottery/Gaming,Lottery,Lottery,Lottery
00704104011992,Lottery/Gaming,Lottery,Lottery,Lottery
00714433013963,Lottery/Gaming,Lottery,Lottery,Lottery
01390137083202,Lottery/Gaming,Lottery,Lottery,Lottery
00209341096004,Lottery/Gaming,Lottery,Lottery,Lottery
00653443273311,Lottery/Gaming,Lottery,Lottery,Lottery
00766099015386,Lottery/Gaming,Lottery,Lottery,Lottery
00644018114184,Lottery/Gaming,Lottery,Lottery,Lottery
00035751113143,Lottery/Gaming,Lottery,Lottery,Lottery
00010000001037,Lottery/Gaming,Lottery,Lottery,Lottery
09595166540184,Lottery/Gaming,Lottery,Lottery,Lottery
00817522024090,Lottery/Gaming,Lottery,Lottery,Lottery
00100000087817,Lottery/Gaming,Lottery,Lottery,Lottery
00704104012036,Lottery/Gaming,Lottery,Lottery,Lottery
05421006370011,Lottery/Gaming,Lottery,Lottery,Lottery
00816193011408,Lottery/Gaming,Lottery,Lottery,Lottery
00798028213570,Lottery/Gaming,Lottery,Lottery,Lottery
00698720213055,Lottery/Gaming,Lottery,Lottery,Lottery
00666260008066,Lottery/Gaming,Lottery,Lottery,Lottery
00735975614999,Lottery/Gaming,Lottery,Lottery,Lottery
00617189019930,Lottery/Gaming,Lottery,Lottery,Lottery
00015100000997,Lottery/Gaming,Lottery,Lottery,Lottery
00687355809221,Lottery/Gaming,Lottery,Lottery,Lottery
01259041048007,Lottery/Gaming,Lottery,Lottery,Lottery
00724894015086,Lottery/Gaming,Lottery,Lottery,Lottery
00878702014034,Lottery/Gaming,Lottery,Lottery,Lottery
00713156007525,Lottery/Gaming,Lottery,Lottery,Lottery
00659839011567,Lottery/Gaming,Lottery,Lottery,Lottery
00653443273847,Lottery/Gaming,Lottery,Lottery,Lottery
00833069016725,Lottery/Gaming,Lottery,Lottery,Lottery
00002998272001,Lottery/Gaming,Lottery,Lottery,Lottery
00645279444058,Lottery/Gaming,Lottery,Lottery,Lottery
00754336022242,Lottery/Gaming,Lottery,Lottery,Lottery
00608358004505,Lottery/Gaming,Lottery,Lottery,Lottery
00843051007846,Lottery/Gaming,Lottery,Lottery,Lottery
00639299013240,Lottery/Gaming,Lottery,Lottery,Lottery
00762885018289,Lottery/Gaming,Lottery,Lottery,Lottery
02338030252224,Lottery/Gaming,Lottery,Lottery,Lottery
06873558078906,Lottery/Gaming,Lottery,Lottery,Lottery
02661095241727,Lottery/Gaming,Lottery,Lottery,Lottery
00843051007150,Lottery/Gaming,Lottery,Lottery,Lottery
00698720202769,Lottery/Gaming,Lottery,Lottery,Lottery
00410000000076,Lottery/Gaming,Lottery,Lottery,Lottery
00028400035415,Lottery/Gaming,Lottery,Lottery,Lottery
03281392590307,Lottery/Gaming,Lottery,Lottery,Lottery
00008421951260,Lottery/Gaming,Lottery,Lottery,Lottery
00048155906297,Lottery/Gaming,Lottery,Lottery,Lottery
00371071900039,Lottery/Gaming,Lottery,Lottery,Lottery
00754436585371,Lottery/Gaming,Lottery,Lottery,Lottery
00841519115539,Lottery/Gaming,Lottery,Lottery,Lottery
00833069016060,Lottery/Gaming,Lottery,Lottery,Lottery
00666776001070,Lottery/Gaming,Lottery,Lottery,Lottery
00765532016041,Lottery/Gaming,Lottery,Lottery,Lottery
00698720171508,Lottery/Gaming,Lottery,Lottery,Lottery
00766099014815,Lottery/Gaming,Lottery,Lottery,Lottery
00797620002834,Lottery/Gaming,Lottery,Lottery,Lottery
00617189019503,Lottery/Gaming,Lottery,Lottery,Lottery
00878702012696,Lottery/Gaming,Lottery,Lottery,Lottery
00644018115068,Lottery/Gaming,Lottery,Lottery,Lottery
00798028113924,Lottery/Gaming,Lottery,Lottery,Lottery
00670656025711,Lottery/Gaming,Lottery,Lottery,Lottery
00608358003898,Lottery/Gaming,Lottery,Lottery,Lottery
00053137013399,Lottery/Gaming,Lottery,Lottery,Lottery
00754336024468,Lottery/Gaming,Lottery,Lottery,Lottery
00766099015256,Lottery/Gaming,Lottery,Lottery,Lottery
00798028414069,Lottery/Gaming,Lottery,Lottery,Lottery
00616833284618,Lottery/Gaming,Lottery,Lottery,Lottery
00609341009927,Lottery/Gaming,Lottery,Lottery,Lottery
00883394005581,Lottery/Gaming,Lottery,Lottery,Lottery
00843051006238,Lottery/Gaming,Lottery,Lottery,Lottery
00798028570253,Lottery/Gaming,Lottery,Lottery,Lottery
00609341011388,Lottery/Gaming,Lottery,Lottery,Lottery
00814542016104,Lottery/Gaming,Lottery,Lottery,Lottery
00687355811231,Lottery/Gaming,Lottery,Lottery,Lottery
00074470803959,Lottery/Gaming,Lottery,Lottery,Lottery
00833283012374,Lottery/Gaming,Lottery,Lottery,Lottery
00754336022600,Lottery/Gaming,Lottery,Lottery,Lottery
00791157010959,Lottery/Gaming,Lottery,Lottery,Lottery
00833069016152,Lottery/Gaming,Lottery,Lottery,Lottery
00015936566216,Lottery/Gaming,Lottery,Lottery,Lottery
00645279468108,Lottery/Gaming,Lottery,Lottery,Lottery
01319019934041,Lottery/Gaming,Lottery,Lottery,Lottery
00814542014865,Lottery/Gaming,Lottery,Lottery,Lottery
00053137014310,Lottery/Gaming,Lottery,Lottery,Lottery
00044000069650,Lottery/Gaming,Lottery,Lottery,Lottery
00409009206011,Lottery/Gaming,Lottery,Lottery,Lottery
00713156004821,Lottery/Gaming,Lottery,Lottery,Lottery
00762885018777,Lottery/Gaming,Lottery,Lottery,Lottery
00833283012657,Lottery/Gaming,Lottery,Lottery,Lottery
00139753600417,Lottery/Gaming,Lottery,Lottery,Lottery
00833283012596,Lottery/Gaming,Lottery,Lottery,Lottery
00878702012306,Lottery/Gaming,Lottery,Lottery,Lottery
00687355807814,Lottery/Gaming,Lottery,Lottery,Lottery
00608358004000,Lottery/Gaming,Lottery,Lottery,Lottery
03625671023621,Lottery/Gaming,Lottery,Lottery,Lottery
00765532016553,Lottery/Gaming,Lottery,Lottery,Lottery
00724894015734,Lottery/Gaming,Lottery,Lottery,Lottery
00653443274011,Lottery/Gaming,Lottery,Lottery,Lottery
00817522022676,Lottery/Gaming,Lottery,Lottery,Lottery
00833283013210,Lottery/Gaming,Lottery,Lottery,Lottery
00704104011565,Lottery/Gaming,Lottery,Lottery,Lottery
00617189019336,Lottery/Gaming,Lottery,Lottery,Lottery
00754336023836,Lottery/Gaming,Lottery,Lottery,Lottery
08415191147922,Lottery/Gaming,Lottery,Lottery,Lottery
00782223023720,Lottery/Gaming,Lottery,Lottery,Lottery
05700174340175,Lottery/Gaming,Lottery,Lottery,Lottery
00410000000045,Lottery/Gaming,Lottery,Lottery,Lottery
00735975213741,Lottery/Gaming,Lottery,Lottery,Lottery
00608358004062,Lottery/Gaming,Lottery,Lottery,Lottery
00833283012244,Lottery/Gaming,Lottery,Lottery,Lottery
00653491505723,Lottery/Gaming,Lottery,Lottery,Lottery
00053137013368,Lottery/Gaming,Lottery,Lottery,Lottery
00312110413024,Lottery/Gaming,Lottery,Lottery,Lottery
00617189019985,Lottery/Gaming,Lottery,Lottery,Lottery
00833283011513,Lottery/Gaming,Lottery,Lottery,Lottery
00687355811552,Lottery/Gaming,Lottery,Lottery,Lottery
00644684004307,Lottery/Gaming,Lottery,Lottery,Lottery
07791028060005,Lottery/Gaming,Lottery,Lottery,Lottery
00666260030036,Lottery/Gaming,Lottery,Lottery,Lottery
00782223023966,Lottery/Gaming,Lottery,Lottery,Lottery
01404101986400,Lottery/Gaming,Lottery,Lottery,Lottery
00797620002414,Lottery/Gaming,Lottery,Lottery,Lottery
00015936546218,Lottery/Gaming,Lottery,Lottery,Lottery
09191643000116,Lottery/Gaming,Lottery,Lottery,Lottery
00814542016364,Lottery/Gaming,Lottery,Lottery,Lottery
00015936524209,Lottery/Gaming,Lottery,Lottery,Lottery
00782223022990,Lottery/Gaming,Lottery,Lottery,Lottery
00644018115433,Lottery/Gaming,Lottery,Lottery,Lottery
00698720213031,Lottery/Gaming,Lottery,Lottery,Lottery
00680175968253,Lottery/Gaming,Lottery,Lottery,Lottery
00053137014051,Lottery/Gaming,Lottery,Lottery,Lottery
00609341010626,Lottery/Gaming,Lottery,Lottery,Lottery
00843051007365,Lottery/Gaming,Lottery,Lottery,Lottery
00833069016602,Lottery/Gaming,Lottery,Lottery,Lottery
00649148002783,Lottery/Gaming,Lottery,Lottery,Lottery
02379001796558,Lottery/Gaming,Lottery,Lottery,Lottery
00034100015077,Lottery/Gaming,Lottery,Lottery,Lottery
00999999999740,Lottery/Gaming,Lottery,Lottery,Lottery
00713156007945,Lottery/Gaming,Lottery,Lottery,Lottery
00044800000006,Lottery/Gaming,Lottery,Lottery,Lottery
02430007814018,Lottery/Gaming,Lottery,Lottery,Lottery
00617189019435,Lottery/Gaming,Lottery,Lottery,Lottery
00209341120006,Lottery/Gaming,Lottery,Lottery,Lottery
00383115737000,Lottery/Gaming,Lottery,Lottery,Lottery
00833283012404,Lottery/Gaming,Lottery,Lottery,Lottery
00050700010472,Lottery/Gaming,Lottery,Lottery,Lottery
00653491304852,Lottery/Gaming,Lottery,Lottery,Lottery
01984749030166,Lottery/Gaming,Lottery,Lottery,Lottery
00833069016435,Lottery/Gaming,Lottery,Lottery,Lottery
00085858000051,Lottery/Gaming,Lottery,Lottery,Lottery
04441829920291,Lottery/Gaming,Lottery,Lottery,Lottery
00608358003843,Lottery/Gaming,Lottery,Lottery,Lottery
00653491205449,Lottery/Gaming,Lottery,Lottery,Lottery
00797620001707,Lottery/Gaming,Lottery,Lottery,Lottery
00765532016348,Lottery/Gaming,Lottery,Lottery,Lottery
00713156008195,Lottery/Gaming,Lottery,Lottery,Lottery
02201330000007,Lottery/Gaming,Lottery,Lottery,Lottery
00653443273830,Lottery/Gaming,Lottery,Lottery,Lottery
00833283012251,Lottery/Gaming,Lottery,Lottery,Lottery
00833069016473,Lottery/Gaming,Lottery,Lottery,Lottery
02696031649298,Lottery/Gaming,Lottery,Lottery,Lottery
00840117900806,Lottery/Gaming,Lottery,Lottery,Lottery
00814542016210,Lottery/Gaming,Lottery,Lottery,Lottery
00782223024475,Lottery/Gaming,Lottery,Lottery,Lottery
00549002273114,Lottery/Gaming,Lottery,Lottery,Lottery
00687355811378,Lottery/Gaming,Lottery,Lottery,Lottery
00687355807593,Lottery/Gaming,Lottery,Lottery,Lottery
00878702013570,Lottery/Gaming,Lottery,Lottery,Lottery
01258041441005,Lottery/Gaming,Lottery,Lottery,Lottery
00653491205463,Lottery/Gaming,Lottery,Lottery,Lottery
00754336023386,Lottery/Gaming,Lottery,Lottery,Lottery
00015936507202,Lottery/Gaming,Lottery,Lottery,Lottery
00707062890425,Lottery/Gaming,Lottery,Lottery,Lottery
00841519115119,Lottery/Gaming,Lottery,Lottery,Lottery
00608358004383,Lottery/Gaming,Lottery,Lottery,Lottery
00609341011340,Lottery/Gaming,Lottery,Lottery,Lottery
00698720212829,Lottery/Gaming,Lottery,Lottery,Lottery
00639299012748,Lottery/Gaming,Lottery,Lottery,Lottery
00053137014303,Lottery/Gaming,Lottery,Lottery,Lottery
00077567008220,Lottery/Gaming,Lottery,Lottery,Lottery
00645279519022,Lottery/Gaming,Lottery,Lottery,Lottery
00687355808651,Lottery/Gaming,Lottery,Lottery,Lottery
01441799330295,Lottery/Gaming,Lottery,Lottery,Lottery
00878702014416,Lottery/Gaming,Lottery,Lottery,Lottery
00798028114662,Lottery/Gaming,Lottery,Lottery,Lottery
01377125459100,Lottery/Gaming,Lottery,Lottery,Lottery
00762885018395,Lottery/Gaming,Lottery,Lottery,Lottery
00791157011079,Lottery/Gaming,Lottery,Lottery,Lottery
00843051008300,Lottery/Gaming,Lottery,Lottery,Lottery
22222222222222,Lottery/Gaming,Lottery,Lottery,Lottery
00853195000269,Lottery/Gaming,Lottery,Lottery,Lottery
00762885018852,Lottery/Gaming,Lottery,Lottery,Lottery
00819439010432,Lottery/Gaming,Lottery,Lottery,Lottery
00814542015909,Lottery/Gaming,Lottery,Lottery,Lottery
00053137014815,Lottery/Gaming,Lottery,Lottery,Lottery
00704104011473,Lottery/Gaming,Lottery,Lottery,Lottery
00674732014996,Lottery/Gaming,Lottery,Lottery,Lottery
00814542016197,Lottery/Gaming,Lottery,Lottery,Lottery
02721520500578,Lottery/Gaming,Lottery,Lottery,Lottery
00649148000987,Lottery/Gaming,Lottery,Lottery,Lottery
00008529637417,Lottery/Gaming,Lottery,Lottery,Lottery
00078175084088,Lottery/Gaming,Lottery,Lottery,Lottery
00687355803748,Lottery/Gaming,Lottery,Lottery,Lottery
05180975790053,Lottery/Gaming,Lottery,Lottery,Lottery
00841519115089,Lottery/Gaming,Lottery,Lottery,Lottery
00843051005767,Lottery/Gaming,Lottery,Lottery,Lottery
00707062900568,Lottery/Gaming,Lottery,Lottery,Lottery
02440090830330,Lottery/Gaming,Lottery,Lottery,Lottery
01268004004089,Lottery/Gaming,Lottery,Lottery,Lottery
00704104011572,Lottery/Gaming,Lottery,Lottery,Lottery
02911520270272,Lottery/Gaming,Lottery,Lottery,Lottery
00653491001614,Lottery/Gaming,Lottery,Lottery,Lottery
00841519114792,Lottery/Gaming,Lottery,Lottery,Lottery
00653443273809,Lottery/Gaming,Lottery,Lottery,Lottery
00782223023775,Lottery/Gaming,Lottery,Lottery,Lottery
05510143290291,Lottery/Gaming,Lottery,Lottery,Lottery
03656073478996,Lottery/Gaming,Lottery,Lottery,Lottery
00878702012603,Lottery/Gaming,Lottery,Lottery,Lottery
00791157010270,Lottery/Gaming,Lottery,Lottery,Lottery
00193968075125,Lottery/Gaming,Lottery,Lottery,Lottery
00687355808439,Lottery/Gaming,Lottery,Lottery,Lottery
00698720202936,Lottery/Gaming,Lottery,Lottery,Lottery
00608358004956,Lottery/Gaming,Lottery,Lottery,Lottery
00670656057088,Lottery/Gaming,Lottery,Lottery,Lottery
00649148002424,Lottery/Gaming,Lottery,Lottery,Lottery
00617189021216,Lottery/Gaming,Lottery,Lottery,Lottery
02411826090248,Lottery/Gaming,Lottery,Lottery,Lottery
00724894016762,Lottery/Gaming,Lottery,Lottery,Lottery
00912345002024,Lottery/Gaming,Lottery,Lottery,Lottery
00609341010688,Lottery/Gaming,Lottery,Lottery,Lottery
00639299012632,Lottery/Gaming,Lottery,Lottery,Lottery
00754336023430,Lottery/Gaming,Lottery,Lottery,Lottery
00687355808606,Lottery/Gaming,Lottery,Lottery,Lottery
00644684003171,Lottery/Gaming,Lottery,Lottery,Lottery
00816193011460,Lottery/Gaming,Lottery,Lottery,Lottery
02728178174806,Lottery/Gaming,Lottery,Lottery,Lottery
00644018111640,Lottery/Gaming,Lottery,Lottery,Lottery
00704104012067,Lottery/Gaming,Lottery,Lottery,Lottery
00841519114662,Lottery/Gaming,Lottery,Lottery,Lottery
00053137014082,Lottery/Gaming,Lottery,Lottery,Lottery
00639299013226,Lottery/Gaming,Lottery,Lottery,Lottery
00666776001209,Lottery/Gaming,Lottery,Lottery,Lottery
01395125262803,Lottery/Gaming,Lottery,Lottery,Lottery
00754336023331,Lottery/Gaming,Lottery,Lottery,Lottery
00833069015971,Lottery/Gaming,Lottery,Lottery,Lottery
00704104011978,Lottery/Gaming,Lottery,Lottery,Lottery
00782223023300,Lottery/Gaming,Lottery,Lottery,Lottery
02255060135753,Lottery/Gaming,Lottery,Lottery,Lottery
00644684004239,Lottery/Gaming,Lottery,Lottery,Lottery
00791157011123,Lottery/Gaming,Lottery,Lottery,Lottery
00053847239652,Lottery/Gaming,Lottery,Lottery,Lottery
00389097429012,Lottery/Gaming,Lottery,Lottery,Lottery
00833283013609,Lottery/Gaming,Lottery,Lottery,Lottery
00644018115327,Lottery/Gaming,Lottery,Lottery,Lottery
00653443274196,Lottery/Gaming,Lottery,Lottery,Lottery
08401179001270,Lottery/Gaming,Lottery,Lottery,Lottery
00608358003775,Lottery/Gaming,Lottery,Lottery,Lottery
00653491105060,Lottery/Gaming,Lottery,Lottery,Lottery
00714433014625,Lottery/Gaming,Lottery,Lottery,Lottery
08182030740146,Lottery/Gaming,Lottery,Lottery,Lottery
00883394005550,Lottery/Gaming,Lottery,Lottery,Lottery
00371071900007,Lottery/Gaming,Lottery,Lottery,Lottery
03639027219700,Lottery/Gaming,Lottery,Lottery,Lottery
00817522018280,Lottery/Gaming,Lottery,Lottery,Lottery
00814542015725,Lottery/Gaming,Lottery,Lottery,Lottery
02264106767795,Lottery/Gaming,Lottery,Lottery,Lottery
00674732016617,Lottery/Gaming,Lottery,Lottery,Lottery
00791157010348,Lottery/Gaming,Lottery,Lottery,Lottery
00670656106502,Lottery/Gaming,Lottery,Lottery,Lottery
06500183060124,Lottery/Gaming,Lottery,Lottery,Lottery
00674732014453,Lottery/Gaming,Lottery,Lottery,Lottery
00687355811477,Lottery/Gaming,Lottery,Lottery,Lottery
00758497113801,Lottery/Gaming,Lottery,Lottery,Lottery
00609341011821,Lottery/Gaming,Lottery,Lottery,Lottery
00670656056807,Lottery/Gaming,Lottery,Lottery,Lottery
06446840039734,Lottery/Gaming,Lottery,Lottery,Lottery
00855054002001,Lottery/Gaming,Lottery,Lottery,Lottery
00687355808255,Lottery/Gaming,Lottery,Lottery,Lottery
08332830133262,Lottery/Gaming,Lottery,Lottery,Lottery
00300672000248,Lottery/Gaming,Lottery,Lottery,Lottery
00076940297206,Lottery/Gaming,Lottery,Lottery,Lottery
00087692011699,Lottery/Gaming,Lottery,Lottery,Lottery
03256405936543,Lottery/Gaming,Lottery,Lottery,Lottery
00762885018906,Lottery/Gaming,Lottery,Lottery,Lottery
00754336022747,Lottery/Gaming,Lottery,Lottery,Lottery
06446840042154,Lottery/Gaming,Lottery,Lottery,Lottery
00635985801085,Lottery/Gaming,Lottery,Lottery,Lottery
00351167800007,Lottery/Gaming,Lottery,Lottery,Lottery
07651049646057,Lottery/Gaming,Lottery,Lottery,Lottery
00762885018623,Lottery/Gaming,Lottery,Lottery,Lottery
