PAYMENT_TYPE,GTIN,POS_DESCRIPTION,CATEGORY,BRAND,PURCHASE_COUNT,TOTAL_SALES,TOTAL_UNITS
COUPON,0,GROC TAX,null,null,99,443.65000000000003,128
DEBIT,0,Groc NT,null,null,98,528.49,112
CREDIT,0,FAST FOOD,null,null,97,228.78999999999996,97
CREDIT,0,CHICKEN,null,null,97,382.41,139
DEBIT,0,PACK CIGS,null,null,96,666.74,189
CREDIT,0,Grocery Taxable,null,null,96,681.84,103
CREDIT,0,Water,null,null,95,352.56000000000006,122
CREDIT,0,Instant Ticket Payou,null,null,95,-1462,95
DEBIT,0,Fee,null,null,94,55.980000000000004,94
CREDIT,0,GROC TAXABLE,null,null,94,918.8,105
CASH,0,Cigaretts,null,null,94,3782.7999999999993,120
CREDIT,0,CIG COUP,null,null,94,-385.52,94
CREDIT,0,Non Tax Grocery,null,null,93,311.34000000000003,98
CASH,0,2% Groc,null,null,91,204,107
CASH,0,Salty Snacks,null,null,91,284.89000000000004,96
CREDIT,0,Online Lotto PO,null,null,91,-1048.5,95
DEBIT,0,Beer Wine Liquor,null,null,90,900.4699999999999,175
CHECK,0,SCRATCHER,null,null,90,78942,90
DEBIT,0,PUBLICATIONS,null,null,90,222.18,91
CASH,0,LOTTERY SCRATCH,null,null,89,720,161
DEBIT,0,GROC TAXABLE,null,null,88,593.7,100
CREDIT,0,CHEWING TOBACCO,null,null,88,2715.42,88
CREDIT,0,Edible Grocery,null,null,88,157.14,173
DEBIT,0,Groc No Tax,null,null,87,232.85999999999996,90
CASH,0,CIG Carton,null,null,87,4520.1900000000005,116
EBT,0,COLD DELI,null,null,86,130.76999999999998,86
CASH,0,Snacks,null,null,86,119.50999999999999,86
COUPON,0,COFFEE,null,null,86,110.55999999999999,87
HOUSE ACCOUNT,0,GEN MERCHANDISE,null,null,86,866.5799999999999,119
CREDIT,0,E CIGARETTES,null,null,85,1661.36,102
DEBIT,0,Grocery Ntx,null,null,85,163.84,110
CREDIT,0,LOTTO PO,null,null,85,-737.29,85
HOUSE ACCOUNT,0,Packaged Beverage,null,null,84,268,104
CHECK,0,LOTTRY,null,null,84,435,85
CASH,0,CARTON CIGS,null,null,84,6238.18,104
GIFT CARD,0,Powerball,null,null,84,1045,84
CREDIT,0,GIFT CARDS,null,null,84,4294.59,84
DEBIT,0,Grocery NT,null,null,83,196.63,84
CASH,0,Lottery Scratch Tkt,null,null,83,491,83
CHECK,0,LOTTERY PAYOUT,null,null,83,-397,83
DEBIT,0,LOTTO SALE,null,null,82,890.6800000000001,82
CASH,0,GIFTCARD,null,null,82,6105,82
CASH,0,08 Candy,null,null,81,126.76,86
CASH,0,POWERBALL PAYOUT,null,null,81,-381,81
CASH,0,VENDER COUPON,null,null,81,-162.5,81
CREDIT,0,PUBLICATIONS,null,null,81,206.5,81
EBT,0,Fountain Drinks,null,null,81,161.95999999999998,88
CREDIT,0,Gift Card Activate,null,null,80,3080,80
CREDIT,0,SNACKS/CHIPS NONTAX,null,null,80,458.31,114
DEBIT,0,DIP,null,null,80,460.91999999999996,148
CREDIT,0,CANDY/GUM,null,null,80,189.04,128
CREDIT,0,NON GROCERY,null,null,80,910.21,102
DEBIT,0,29 Foodservice Prep On-site,null,null,80,186.17999999999998,93
CASH,0,Beer Wine Liquor,null,null,79,614.19,150
CHECK,0,MEGABUCKS,null,null,79,1041,79
DEBIT,0,6.75% GROC,null,null,79,284.37,83
HOUSE ACCOUNT,0,CANDY,null,null,78,175.33,118
DEBIT,0,LTTRY PAYOUT,null,null,77,-501,77
DEBIT,0,LOTTO PAID OUT,null,null,76,-717.5,76
DEBIT,0,NON EDIBLE GROCERY,null,null,76,374.95,105
DEBIT,0,E-CIGS,null,null,76,2027.0100000000004,76
CREDIT,0,Alt Snacks,null,null,75,304.32000000000005,78
HOUSE ACCOUNT,0,SCRATCH PAY OUT,null,null,75,-2027,75
CHECK,0,FOOD BAR/DELI,null,null,74,356.54,88
CASH,0,Groc Tax,null,null,74,426.87999999999994,80
COUPON,0,ONLINE LOTTO,null,null,73,699.02,73
CASH,0,GEN CIGS,null,null,73,742.8000000000001,108
CASH,0,MANUFACTURING COUPON,null,null,72,-161.5,72
DEBIT,0,VENDOR COUPON,null,null,72,-267.58,73
DEBIT,0,POWERBALL PAYOUT,null,null,72,-298,72
CASH,0,Edible Grocery,null,null,72,115.06000000000002,127
CASH,0,Tax Groc,null,null,72,245.11,84
EBT,0,GROC T,null,null,71,417.04999999999995,85
CREDIT,0,Chew,null,null,71,951.21,126
DEBIT,0,coffee,null,null,71,134.5,71
DEBIT,0,NONEDIBLE GROCERY,null,null,71,487.84999999999997,76
DEBIT,0,SNACKS/CHIPS NONTAX,null,null,71,372.67,101
DEBIT,0,GIFTCARD,null,null,71,2795,71
DEBIT,0,CIG,null,null,70,703.14,110
CASH,0,CASH BACK FEE,null,null,69,318.61,69
CREDIT,0,VENDOR COUPON,null,null,69,-197.21,69
DEBIT,0,Groc Tax,null,null,69,270.08000000000004,81
CASH,0,Gift Cards,null,null,69,742.69,69
DEBIT,0,LOTTERY TICKETS,null,null,68,1176,68
EBT,0,debitfee,null,null,68,23.800000000000004,68
CHECK,0,Powerball,null,null,68,1820,68
CASH,0,Grocery NO TAX,null,null,68,361.92,84
DEBIT,0,Alt Snacks,null,null,68,326.2,72
CHECK,0,HOT FOODS,null,null,68,320.55,69
COUPON,0,LOTTO,null,null,68,708,68
DEBIT,0,Cig,null,null,67,1329.46,101
DEBIT,0,CANDY AND GUM,null,null,67,204.22000000000003,74
CASH,0,Instant Lottery,null,null,67,695,95
DEBIT,0,Gift Card,null,null,67,3995,67
CREDIT,0,LOTTO SALE,null,null,67,717.47,90
DEBIT,0,ONLINE LOTO,null,null,67,337.84999999999997,67
CASH,0,Edible Groceries,null,null,66,198.19999999999996,77
LOTTERY,0,TOBACCO,null,null,66,144.32999999999998,95
CHECK,0,FOUNTAIN,null,null,66,52.680000000000014,66
DEBIT,0,BAKERY,null,null,66,108.37,67
DEBIT,0,LOTTO P/O,null,null,66,-567,66
DEBIT,0,GROCERY TAXABLE,null,null,65,183.96000000000004,76
CREDIT,0,Tax Groc,null,null,65,321.39,67
DEBIT,0,MANUFACTURING COUPON,null,null,65,-160.64,65
DEBIT,0,GROCERY N TAX,null,null,65,235.99,79
LOTTERY,0,LOTTO P/O,null,null,65,-877,65
DEBIT,0,Chicken Leg,null,null,64,153.76,64
COUPON,0,LOTTERY PAID OUT,null,null,64,-663,64
CHECK,0,NON TAX GROC,null,null,64,81.50999999999999,71
CREDIT,0,LOTTERY SCRATCH P/O,null,null,64,-549,64
DEBIT,0,GROC. NTAX,null,null,63,314.22,74
CASH,0,Ice Bag,null,null,63,157.07000000000002,63
CASH,0,Phone Cards,null,null,63,1715,64
CREDIT,0,271 LOTTO,null,null,63,486,63
CREDIT,0,NO TAX GROCERY,null,null,62,99.75,78
CASH,0,CIG PACKS,null,null,62,515.94,101
LOTTERY,0,LOTTERY GAMING,null,null,61,1276,61
EBT,0,LOTTO,null,null,61,397.99,61
COUPON,0,FOOD BAR/DELI,null,null,61,210.09,63
DEBIT,0,Tax Groc,null,null,60,297.84000000000003,61
CREDIT,0,Groc Tax,null,null,60,260.14,74
CASH,0,LOTTERYPO,null,null,60,-26906.68,60
HOUSE ACCOUNT,0,NEWSPAPER,null,null,59,104,59
CASH,0,PREPAID CARD,null,null,59,2182,59
CREDIT,0,NON-EDIBLE GRO,null,null,59,240.75,60
CASH,0,Beer & Wine,null,null,59,524.71,83
CASH,0,Novelties,null,null,59,718.65,89
CASH,0,Check Fee,null,null,58,602,58
CASH,0,SERVICE FEE,null,null,58,45,58
DEBIT,0,08 Candy,null,null,58,109.04,60
CREDIT,0,LOTTO ONLINE P/O,null,null,58,-222,61
DEBIT,0,Lottery Paid out,null,null,57,-680,57
CREDIT,0,ONLINE LOTO,null,null,57,303.98,57
CASH,0,PAY OUT,null,null,57,-4085.7000000000003,57
CASH,0,CARTON CIGARETTES,null,null,57,518.01,80
CREDIT,0,OTHER DELI,null,null,57,124.07000000000001,62
CREDIT,0,ON LINE LOTTERY,null,null,56,61,57
DEBIT,0,Money Order,null,null,56,3190.16,58
COUPON,0,GROC,null,null,55,224.13000000000005,58
GIFT CARD,0,debitfee,null,null,55,19.249999999999996,55
CASH,0,Cig,null,null,55,647.89,142
EBT,0,KRISPY KRUNCHY,null,null,55,280.22,67
CREDIT,0,CANDY AND GUM,null,null,54,178.54000000000002,56
CASH,0,LOTTO INSTANT,null,null,54,424.5,54
EBT,0,BEER,null,null,54,209.02999999999997,79
CHECK,0,SNACKS,null,null,53,319.15999999999997,66
CREDIT,0,debitfee,null,null,53,18.55,53
CREDIT,0,Mega Millions,null,null,52,258,52
CASH,0,CHEWING TOBACCO,null,null,52,1604.4099999999999,52
COUPON,0,CIGARETTES,null,null,52,1180.6200000000001,123
CREDIT,0,SHELL GIFT CARDS,null,null,52,2526.5,54
DEBIT,0,INSTANT PO,null,null,52,-669,52
DEBIT,0,Cigaretts,null,null,52,2162.58,66
COUPON,0,LOTTO PAY OUT,null,null,51,-1226,51
CASH,0,PHONE CARD,null,null,51,246.95,54
COUPON,0,Lotto Online,null,null,51,568,51
CREDIT,0,GROC. NTAX,null,null,51,710.5400000000001,66
CREDIT,0,LOTTERY P O,null,null,51,-470,51
CREDIT,0,SCRATCH OFF,null,null,51,457,51
CASH,0,E-CIGS,null,null,51,1327.6000000000001,50
CREDIT,0,PREPAID CARD,null,null,51,1956,51
CASH,0,Chew,null,null,50,638.49,96
COUPON,0,TAX GROC,null,null,50,197.33999999999997,54
CASH,0,Gift Card Activate,null,null,50,1691.7,50
CASH,0,Ice Cream,null,null,50,145.32000000000002,56
CREDIT,0,SWEET SNACKS,null,null,50,113.80000000000001,60
DEBIT,0,LOTTERY INSTANT,null,null,50,408,54
CREDIT,0,Lotto PO,null,null,49,-744,49
DEBIT,0,Gift Card Activate,null,null,49,1756,49
DEBIT,0,2% Groc,null,null,49,126.8,66
COUPON,0,Lotto Paid out,null,null,48,-449,48
CASH,0,Lotto payout,null,null,48,-1416,48
CASH,0,LOTTERY PAID OUR,null,null,48,-1084,48
DEBIT,0,GROCERY LO TAX,null,null,48,84.61,53
DEBIT,0,CANDY/GUM,null,null,47,97.19,62
CASH,0,CIGARETTS,null,null,47,264.04,72
CASH,0,vape tax,null,null,47,311,47
DEBIT,0,BEER AND WINE,null,null,47,454.05999999999995,55
CASH,0,STORE COUP,null,null,47,-114.68000000000002,47
EBT,0,CIGGS,null,null,47,365.50999999999993,57
CREDIT,0,Lottery Online,null,null,46,0,46
CREDIT,0,Groc NT,null,null,46,168.23999999999998,54
CASH,0,Snuff,null,null,46,258.33000000000004,59
DEBIT,0,CARTON CIGARETTES,null,null,46,874.5899999999999,92
CASH,0,DELI COLD,null,null,45,285.9,45
EBT,0,Pizza,null,null,45,526.55,45
CASH,0,MOBILE COUPON,null,null,45,-78.57,45
CASH,0,credit fee,null,null,45,83.30000000000001,46
CASH,0,LOTTO P.O,null,null,45,-831,45
CREDIT,0,Edible Groceries,null,null,45,131.61,56
COUPON,0,Online Payout,null,null,45,-639,45
CREDIT,0,BOTTLE RETURNS,null,null,44,-24,44
CHECK,0,GROC,null,null,44,235.11999999999998,61
HOUSE ACCOUNT,0,Gift Card,null,null,44,4525,44
CREDIT,0,STORE COUPON,null,null,44,-102.38000000000001,44
COUPON,0,BEER,null,null,43,450.27,48
EBT,0,NOVELTY,null,null,43,206.72000000000003,46
DEBIT,0,LOTTOPAYOUT,null,null,43,-993,43
HOUSE ACCOUNT,0,DELI RESALE,null,null,42,2612,43
LOTTERY,0,NT-GROCERY,null,null,42,95.45,44
COUPON,0,CANDY,null,null,42,107.4,48
CASH,0,Grocery No Tax,null,null,42,173.5,42
CREDIT,0,Cig,null,null,42,669.79,66
CREDIT,0,LOTTERY PAID OUTS,null,null,42,-275,42
EBT,0,Tobbacco,null,null,42,98.23000000000002,63
DEBIT,0,Grocery No Tax,null,null,41,659.57,41
CREDIT,0,29 Foodservice Prep On-site,null,null,41,112.71000000000001,47
LOTTERY,0,LOTTERY SCRATCH,null,null,41,426,60
CREDIT,0,LOTTERYPAYOUT,null,null,41,-227,41
COUPON,0,ON LINE LOTTERY,null,null,41,248,41
HOUSE ACCOUNT,0,General Merch,null,null,40,983.45,44
CREDIT,0,BAKERY,null,null,40,106.86,40
DEBIT,0,OTHER BEER,null,null,39,500.63,42
CREDIT,0,08 Candy,null,null,39,117.74999999999999,40
COUPON,0,Online Lottery,null,null,39,292,39
DEBIT,0,SCRTCH,null,null,39,673.02,83
CASH,0,BEER/LIQUOR,null,null,38,238.32999999999998,40
CASH,0,Lottery Sale,null,null,38,378,47
DEBIT,0,Licenses,null,null,38,966,38
CREDIT,0,NON EDIBLE GROCERY,null,null,37,228.31,46
DEBIT,0,Online Sales,null,null,37,350,37
CREDIT,0,CARTON CIGARETTES,null,null,37,1184.46,67
COUPON,0,GROCERY NT,null,null,37,345.55,52
DEBIT,0,MOBILE COUPON,null,null,37,-76.5,37
COUPON,0,debitfee,null,null,37,12.95,37
DEBIT,0,LOTTERY GAMING,null,null,37,305,37
CHECK,0,COUPON,null,null,37,-123.98,42
DEBIT,0,VENDER COUPON,null,null,37,-127,37
CREDIT,0,NONTAX GROC,null,null,36,279.65999999999997,43
CHECK,0,Fast Food,null,null,36,78.34,36
CASH,0,Newspaper,null,null,36,27.97,36
DEBIT,0,CIGG PACKS,null,null,36,277.37,62
CASH,0,SHELL GIFT CARDS,null,null,36,1575.5,42
CASH,0,credit debitcardfee,null,null,35,215,35
DEBIT,0,BEER/LIQUOR,null,null,35,226.12999999999994,35
CREDIT,0,Snacks,null,null,35,88.34000000000002,39
CASH,0,CIG CARTON,null,null,35,1500.2900000000002,40
COUPON,0,150 SALTY SNACKS,null,null,34,171.81,46
CASH,0,Packaged Beverages,null,null,34,82.03,39
CREDIT,0,MANUFACTURING COUPON,null,null,34,-99.75,34
CHECK,0,NEWSPAPER,null,null,34,54,34
CREDIT,0,LOTTOPAYOUT,null,null,34,-753,34
CREDIT,0,Cigaretts,null,null,34,1382.81,50
CREDIT,0,LTTRY PAYOUT,null,null,34,-282,34
DEBIT,0,Snuff,null,null,34,271.29,76
COUPON,0,ONLINE,null,null,34,379,34
DEBIT,0,Edible Grocery,null,null,33,42.89000000000001,61
COUPON,0,PACK CIG,null,null,33,298.91,46
CASH,0,SUNOCO GIFT CARD,null,null,33,1124,33
CHECK,0,GROCERIES,null,null,33,1928.94,50
CASH,0,POWERBALL SALE,null,null,33,153,37
DEBIT,0,CIGARETTS,null,null,33,397.69,66
CHECK,0,Lotto,null,null,33,211,33
DEBIT,0,DELI COLD,null,null,33,276.45,33
DEBIT,0,Cigar,null,null,33,112.85,64
CREDIT,0,BEER AND WINE,null,null,33,280.46,35
CASH,0,CANDY-OTHER,null,null,32,123.81,35
EBT,0,LIQUOR,null,null,32,174.63,40
CASH,0,Cig Pack,null,null,32,195.60999999999999,44
COUPON,0,GENERAL MERCH,null,null,32,302.84,52
CREDIT,0,Fee,null,null,32,14.5,32
CREDIT,0,Money Order,null,null,31,2825.42,32
COUPON,0,ICE,null,null,31,74.64,31
DEBIT,0,NON-EDIBLE GRO,null,null,31,129.01,43
COUPON,0,LOTTERY PAYOUTS,null,null,31,-452,31
DEBIT,0,CIG CARTON,null,null,31,1503.9,39
CREDIT,0,Packaged Beverages,null,null,31,73.67999999999999,33
CHECK,0,Labor,null,null,31,14525,31
CREDIT,0,Beer & Wine,null,null,30,354.16999999999996,38
COUPON,0,Lottery Paid Out,null,null,30,-169.04,30
CHECK,0,GROCNT,null,null,30,175.68,30
DEBIT,0,GIFT CARDS,null,null,30,1410,30
EBT,0,LOTTERY,null,null,30,202,30
CREDIT,0,Gift Card,null,null,30,1255,30
CASH,0,power ball,null,null,29,363,40
LOTTERY,0,LOTTO ONLINE,null,null,29,214,29
DEBIT,0,Grocery NO TAX,null,null,29,198.94,29
DEBIT,0,LOTTERY SCRATCH,null,null,29,279,34
CHECK,0,Lotto Online,null,null,29,100,29
CASH,0,Bottle-can returns,null,null,29,-1.45,29
EBT,0,General Merchandise,null,null,29,188.83,31
COUPON,0,E-CIG,null,null,29,677.71,29
EBT,0,Online Lottery,null,null,28,102.99000000000001,28
CHECK,0,LOTTERY,null,null,28,605,226
DEBIT,0,Beer & Wine,null,null,28,344.35999999999996,29
CREDIT,0,Lottery Paid out,null,null,28,-237,28
COUPON,0,GROCNT,null,null,28,166.26999999999998,31
COUPON,0,Deli Hot,null,null,28,505.53999999999996,40
DEBIT,0,PIZZA COUPON,null,null,28,-124.13,28
CREDIT,0,Lottery On-Line,null,null,27,92,27
CREDIT,0,Pizza,null,null,27,303.73,27
CASH,0,Cigar,null,null,27,47.300000000000004,30
CASH,0,Alt Snacks,null,null,27,95.36000000000001,29
CREDIT,0,CIG CARTON,null,null,27,1367.63,28
COUPON,0,LOTTERYPAYOUT,null,null,27,-141,27
COUPON,0,LOTTERY P/O,null,null,27,-492,27
EBT,0,Deli Hot,null,null,26,260.98,26
CASH,0,ONLOTTO,null,null,26,224.37,26
CREDIT,0,Bait,null,null,26,150.85,26
DEBIT,0,KRISPY CHIC,null,null,26,153.82000000000002,36
DEBIT,0,GEN MERCH NT,null,null,26,121.57000000000001,26
DEBIT,0,Edible Groceries,null,null,25,106.01,30
CHECK,0,Lottery  Sales Winner,null,null,25,-149,25
DEBIT,0,TOBACCO COUP,null,null,25,-78.81,25
CREDIT,0,LOTTO-PO,null,null,25,-257,25
CASH,0,KRISPY CHIC,null,null,25,90.12,30
CREDIT,0,Licenses,null,null,25,645.5,25
DEBIT,0,LOTTOONLINE,null,null,25,181,25
EBT,0,CHIPS,null,null,25,89.25000000000001,26
HOUSE ACCOUNT,0,SCRATCH,null,null,25,277,25
CASH,0,GROC NON TAX,null,null,24,53.59999999999999,27
CREDIT,0,DELI COLD,null,null,24,510.9100000000001,24
LOTTERY,0,GROCERY,null,null,24,65.92,26
CASH,0,Gift Card,null,null,24,1117,24
DEBIT,0,PREPAID CARD,null,null,24,892,24
CASH,0,Accessories,null,null,24,105,24
EBT,0,HOT FOODS,null,null,24,122.88999999999999,25
CHECK,0,NON TAX GROCRY,null,null,23,67.67,25
HOUSE ACCOUNT,0,Salty Snacks,null,null,23,70.06,24
DEBIT,0,Newspaper,null,null,23,26.89,23
COUPON,0,GROC NOTAX,null,null,23,70.14,23
EBT,0,Bag Fee,null,null,23,1.3199999999999998,23
CREDIT,0,GROCERY N TAX,null,null,23,49.24,24
LOTTERY,0,BEER WINE,null,null,23,44.00999999999999,30
DEBIT,0,Cig Pack,null,null,23,365.92999999999995,29
CREDIT,0,Snuff,null,null,23,269.09000000000003,66
CREDIT,0,E-CIGS,null,null,23,556.75,22
HOUSE ACCOUNT,0,HOT FOOD,null,null,23,80.83000000000001,27
CASH,0,Cigarettes Premium,null,null,22,90.16999999999999,33
CASH,0,CIGARETTE,null,null,22,100.29999999999998,36
EBT,0,GENERAL MERCHANDISE,null,null,22,190.16,25
HOUSE ACCOUNT,0,LOTTO PAY OUT,null,null,22,-210,22
HOUSE ACCOUNT,0,CIGARETTES,null,null,22,375.06,74
CREDIT,0,DIP,null,null,22,73.38,32
CHECK,0,STORE COUPON,null,null,22,-265.76,22
DEBIT,0,CANDY-OTHER,null,null,22,61.059999999999995,23
DEBIT,0,CIG PACKS,null,null,22,270.49,40
CHECK,0,Lotto PO,null,null,22,-334,22
CREDIT,0,CIGARETTS,null,null,22,525.34,86
CREDIT,0,Grocery No Tax,null,null,22,1656.1,24
CREDIT,0,Cigar,null,null,21,52.99,30
COUPON,0,CIG,null,null,21,1483.6,201
EBT,0,SCRATCH PAID OUT,null,null,21,-400,21
CASH,0,Bait,null,null,21,124.08999999999999,21
CREDIT,0,Cig Pack,null,null,21,341.43,31
CASH,0,Non Edible Grocery,null,null,21,100.38,26
COUPON,0,NONTAX GROC,null,null,21,201.49,21
DEBIT,0,Packaged Beverages,null,null,21,56.38,28
CASH,0,OTHER BEER,null,null,21,330.77000000000004,24
CREDIT,0,VENDER COUPON,null,null,20,-36,20
EBT,0,GROCERY NON TAXABLE,null,null,20,87.59000000000002,21
CASH,0,CHECK CASHING FEE,null,null,20,125,20
CASH,0,Lunch Deli,null,null,20,105.93,20
DEBIT,0,Online,null,null,20,84,20
CREDIT,0,TOBACCO COUP,null,null,20,-94.27000000000001,20
HOUSE ACCOUNT,0,GROCERY N TAX,null,null,20,1150.3500000000001,21
CREDIT,0,Ice Cream,null,null,20,67.16,26
DEBIT,0,SHELL GIFT CARDS,null,null,20,757.99,21
CHECK,0,Edible Grocery NT,null,null,20,562.87,20
COUPON,0,EDIBLE GROCERY,null,null,19,111.48,25
DEBIT,0,Accessories,null,null,19,94.97500000000001,19
HOUSE ACCOUNT,0,ICE,null,null,19,88.43,43
EBT,0,PACKAGED BEVERAGE,null,null,19,39.94,19
CREDIT,0,Lotto Payout,null,null,19,-125,19
CASH,0,BEER AND WINE,null,null,19,132.79000000000002,21
COUPON,0,GRILL,null,null,19,70.17,24
COUPON,0,GROC TX,null,null,19,227.45,29
CASH,0,LOTTERY Insta,null,null,18,452,18
CASH,0,PIZZA COUPON,null,null,18,-110.72,18
HOUSE ACCOUNT,0,SUNOCO GIFT CARD,null,null,18,775,18
DEBIT,0,SUNOCO GIFT CARD,null,null,18,575,18
DEBIT,0,Lottery Scratch Tkt,null,null,18,151,18
CARD,0,Gift Card,null,null,18,1345,18
COUPON,0,COLD DELI,null,null,18,27.34,18
EBT,0,Fast Food,null,null,18,43.83,18
CHECK,0,ON LINE LOTTO,null,null,18,135,18
EBT,0,GEN,null,null,18,40.059999999999995,20
HOUSE ACCOUNT,0,GIFT CARD,null,null,18,775,18
CREDIT,0,Grocery NO TAX,null,null,17,347.29,18
COUPON,0,OTHER TOBACCO,null,null,17,108.06,52
COUPON,0,TAX GROCERY,null,null,17,96.41,18
CHECK,0,GENERAL MERCHANDISE,null,null,17,1062.72,28
CASH,0,Chicken Leg,null,null,17,41.029999999999994,17
EBT,0,Lottery  Sales Winner,null,null,17,-156,17
HOUSE ACCOUNT,0,Ice,null,null,17,80.73,25
COUPON,0,SNACKS,null,null,17,40.830000000000005,36
CREDIT,0,SUNOCO GIFT CARD,null,null,17,900,17
HOUSE ACCOUNT,0,SNACKS/CHIPS NONTAX,null,null,17,72.10000000000002,30
CREDIT,0,PIZZA COUPON,null,null,17,-104,17
EBT,0,Lottery Paid Out,null,null,17,-140,17
CREDIT,0,Publications,null,null,17,85.99000000000001,17
CREDIT,0,PACK CIGS,null,null,17,176.23999999999998,32
DEBIT,0,Cigarettes Premium,null,null,17,191.39,41
CHECK,0,LOTTERY P O,null,null,17,-990.75,17
EBT,0,OTHER TOBACCO,null,null,17,38.61,32
COUPON,0,Deli Cold,null,null,17,119.09000000000002,17
COUPON,0,LOTTO ONLINE P/O,null,null,17,-101,17
DEBIT,0,Snacks,null,null,17,44.739999999999995,17
CREDIT,0,6.75% GROC,null,null,17,48.010000000000005,19
CASH,0,Giftcard,null,null,16,1318.8,16
HOUSE ACCOUNT,0,BEER,null,null,16,235.09999999999997,22
EBT,0,CIGARS,null,null,16,50.86,22
CHECK,0,CANDY,null,null,16,32.3,33
DEBIT,0,SCRACH,null,null,16,140,16
DEBIT,0,Scratch Tickets,null,null,16,162,21
CREDIT,0,Non Edible Grocery,null,null,15,213.06999999999996,15
HOUSE ACCOUNT,0,Candy,null,null,15,35.8,17
COUPON,0,Grocery,null,null,15,65.16,16
CASH,0,CIGARETTES CARTON,null,null,15,119.86999999999999,23
COUPON,0,Online,null,null,15,70,15
EBT,0,LOTTO PO,null,null,15,-125.5,15
HOUSE ACCOUNT,0,Cig,null,null,15,163.60999999999999,15
EBT,0,ICE,null,null,15,42.14,16
EBT,0,08 Candy,null,null,15,35.199999999999996,15
CASH,0,CIGG CARTONS,null,null,15,406.28000000000003,15
EBT,0,LOTTERYPAYOUT,null,null,15,-111,15
DEBIT,0,Cig Carton,null,null,15,884.8900000000001,15
CREDIT,0,ONLOTTO,null,null,15,986.57,15
CHECK,0,Lottery Paid Out,null,null,15,-52,15
CHECK,0,NT-GROCERY,null,null,15,52.08000000000001,15
CREDIT,0,Scratch Tickets,null,null,15,160,23
CHECK,0,Coupons,null,null,15,-54,17
CREDIT,0,Lottery OnLine Payou,null,null,15,-117,15
CREDIT,0,GROC NON TAX,null,null,15,128.4,22
COUPON,0,LOTTERY PAYOUT,null,null,15,-97,15
HOUSE ACCOUNT,0,Tobacco,null,null,15,22.050000000000004,16
HOUSE ACCOUNT,0,SWEET SNACKS,null,null,15,46.32,18
CASH,0,merchandise,null,null,14,71.86,14
DEBIT,0,Ice Cream,null,null,14,43.53,17
DEBIT,0,GROCERY NONTAX,null,null,14,83.14,14
CREDIT,0,POWERBALL PAYOUT,null,null,14,-83,14
DEBIT,0,PHONE CARD,null,null,14,89.4,24
DEBIT,0,VAPES,null,null,14,216.34999999999997,16
CREDIT,0,GROCERY T,null,null,14,124.27,16
DEBIT,0,Phone Card,null,null,14,381,15
COUPON,0,SCRATCH TICKET,null,null,14,181,16
CREDIT,0,Online,null,null,14,46,14
CASH,0,CHEW,null,null,14,193.99,37
CHECK,0,LOTTERY PAY OUT,null,null,14,-348,14
COUPON,0,Lottery Payout,null,null,14,-124,14
DEBIT,0,Non Edible Grocery,null,null,14,202.77,15
LOTTERY,0,EDIBLE GROCERY N,null,null,14,58.150000000000006,16
CASH,0,CANDY BARS,null,null,14,51.64,16
CREDIT,0,SCRTCH,null,null,14,148,17
HOUSE ACCOUNT,0,KRISPY CHIC,null,null,13,61.6,20
DEBIT,0,Bait,null,null,13,68.94000000000001,13
CREDIT,0,GEN CIGS,null,null,13,285.78999999999996,28
CREDIT,0,CASH CARD SALE,null,null,13,420,13
EBT,0,SNUFF,null,null,13,145.07,16
HOUSE ACCOUNT,0,LOTTERY,null,null,13,102.28999999999999,13
EBT,0,CIGARETTES,null,null,13,109.82000000000001,16
COUPON,0,FOUNTAIN,null,null,13,15.83,13
CHECK,0,CIGARETTES,null,null,13,418.46999999999997,15
CREDIT,0,Phone Card,null,null,13,488.79999999999995,14
CASH,0,CASHCARDACT,null,null,13,1140,13
COUPON,0,CHEWING TOBACCO,null,null,13,413.94,13
CREDIT,0,Cigarettes Premium,null,null,13,177.83,17
CREDIT,0,CHEVRON GIFTCARD,null,null,13,1100,13
EBT,0,GENERAL MERCH,null,null,13,56.27,13
COUPON,0,LTTRY PAYOUT,null,null,13,-101,13
HOUSE ACCOUNT,0,E-CIGS,null,null,13,323.87,13
DEBIT,0,HOT DISPENSED BEVERA,null,null,12,183.47000000000003,13
LOTTERY,0,NO TAX GROC,null,null,12,21.47,12
CASH,0,SCRATCHER PAYOUT,null,null,12,-114,12
CREDIT,0,Cig Carton,null,null,12,1071.01,13
COUPON,0,BEER & WINE,null,null,12,78.58,26
COUPON,0,GEN CIGS,null,null,12,140.63,17
EBT,0,COUPON,null,null,12,-23.590000000000003,12
CREDIT,0,Lottery Winner,null,null,12,-136,12
COUPON,0,ENERGY DRINKS,null,null,12,61.470000000000006,13
CHECK,0,DELI HOT,null,null,12,116.42,12
CHECK,0,ICE,null,null,12,178.81,45
GIFT CARD,0,Lottery  Sales Winner,null,null,12,-287,12
DEBIT,0,BILL PAY,null,null,12,858.1800000000001,12
CASH,0,TOBACCO COUP,null,null,12,-30.189999999999998,12
EBT,0,CIGS PACK,null,null,12,40.98,22
DEBIT,0,Beer - Wine,null,null,12,119.58999999999999,14
COUPON,0,Hot Food Service,null,null,12,29.759999999999998,21
HOUSE ACCOUNT,0,Edible Groc,null,null,12,53.09,12
CASH,0,Scratch Offs,null,null,12,117,17
